date,log_ch4
1983-05-08,7.40081
1983-05-15,7.40560
1983-05-22,7.40560
1983-05-29,7.40081
1983-06-05,7.39649
1983-06-12,7.39649
1983-06-19,7.39353
1983-06-26,7.40066
1983-07-03,7.39695
1983-07-10,7.39788
1983-07-17,7.39788
1983-07-24,7.39508
1983-07-31,7.39119
1983-08-07,7.39508
1983-08-14,7.39508
1983-08-21,7.39881
1983-08-28,7.40252
1983-09-04,7.40313
1983-09-11,7.40313
1983-09-18,7.40313
1983-09-25,7.40406
1983-10-02,7.41752
1983-10-09,7.41752
1983-10-16,7.41752
1983-10-23,7.41934
1983-10-30,7.41934
1983-11-06,7.41630
1983-11-13,7.41356
1983-11-20,7.41112
1983-11-27,7.41112
1983-12-04,7.41005
1983-12-11,7.41020
1983-12-18,7.41265
1983-12-25,7.40989
1984-01-01,7.40897
1984-01-08,7.41265
1984-01-15,7.41265
1984-01-22,7.41478
1984-01-29,7.41944
1984-02-05,7.41478
1984-02-12,7.41478
1984-02-19,7.41478
1984-02-26,7.41341
1984-03-04,7.41173
1984-03-11,7.41142
1984-03-18,7.41142
1984-03-25,7.41173
1984-04-01,7.40874
1984-04-08,7.41462
1984-04-15,7.41188
1984-04-22,7.41188
1984-04-29,7.40995
1984-05-06,7.40743
1984-05-13,7.40803
1984-05-20,7.40995
1984-05-27,7.40803
1984-06-03,7.40803
1984-06-10,7.46296
1984-06-17,7.48816
1984-06-24,7.48816
1984-07-01,7.51336
1984-07-08,7.45840
1984-07-15,7.40468
1984-07-22,7.40468
1984-07-29,7.40344
1984-08-05,7.40313
1984-08-12,7.40313
1984-08-19,7.40344
1984-08-26,7.40468
1984-09-02,7.40621
1984-09-09,7.41387
1984-09-16,7.41387
1984-09-23,7.41830
1984-09-30,7.41830
1984-10-07,7.41830
1984-10-14,7.42321
1984-10-21,7.42321
1984-10-28,7.42321
1984-11-04,7.42547
1984-11-11,7.42773
1984-11-18,7.42773
1984-11-25,7.42321
1984-12-02,7.42773
1984-12-09,7.42154
1984-12-16,7.41941
1984-12-23,7.41728
1984-12-30,7.41714
1985-01-06,7.41797
1985-01-13,7.41704
1985-01-20,7.41441
1985-01-27,7.41407
1985-02-03,7.41475
1985-02-10,7.41475
1985-02-17,7.41585
1985-02-24,7.41585
1985-03-03,7.41732
1985-03-10,7.42410
1985-03-17,7.42410
1985-03-24,7.42410
1985-03-31,7.42410
1985-04-07,7.42187
1985-04-14,7.42187
1985-04-21,7.42187
1985-04-28,7.42187
1985-05-05,7.42187
1985-05-12,7.42399
1985-05-19,7.42399
1985-05-26,7.42399
1985-06-02,7.41344
1985-06-09,7.41241
1985-06-16,7.41241
1985-06-23,7.41241
1985-06-30,7.41241
1985-07-07,7.41293
1985-07-14,7.41208
1985-07-21,7.40988
1985-07-28,7.41047
1985-08-04,7.41047
1985-08-11,7.41370
1985-08-18,7.41222
1985-08-25,7.41063
1985-09-01,7.41381
1985-09-08,7.42448
1985-09-15,7.42294
1985-09-22,7.42294
1985-09-29,7.42294
1985-10-06,7.42294
1985-10-13,7.42294
1985-10-20,7.42294
1985-10-27,7.41634
1985-11-03,7.41634
1985-11-10,7.41506
1985-11-17,7.35343
1985-11-24,7.31188
1985-12-01,7.42141
1985-12-08,7.41634
1985-12-15,7.42635
1985-12-22,7.42635
1985-12-29,7.42338
1986-01-05,7.42527
1986-01-12,7.42527
1986-01-19,7.42490
1986-01-26,7.42419
1986-02-02,7.42237
1986-02-09,7.42041
1986-02-16,7.41958
1986-02-23,7.41950
1986-03-02,7.41958
1986-03-09,7.41739
1986-03-16,7.41739
1986-03-23,7.42318
1986-03-30,7.42868
1986-04-06,7.43575
1986-04-13,7.43058
1986-04-20,7.42958
1986-04-27,7.42858
1986-05-04,7.42858
1986-05-11,7.42858
1986-05-18,7.42623
1986-05-25,7.42571
1986-06-01,7.42533
1986-06-08,7.42533
1986-06-15,7.42533
1986-06-22,7.42687
1986-06-29,7.42533
1986-07-06,7.42517
1986-07-13,7.42436
1986-07-20,7.42436
1986-07-27,7.41880
1986-08-03,7.41880
1986-08-10,7.41880
1986-08-17,7.41970
1986-08-24,7.41970
1986-08-31,7.41736
1986-09-07,7.41970
1986-09-14,7.42336
1986-09-21,7.42336
1986-09-28,7.43013
1986-10-05,7.43379
1986-10-12,7.43379
1986-10-19,7.43379
1986-10-26,7.43135
1986-11-02,7.43433
1986-11-09,7.43433
1986-11-16,7.43433
1986-11-23,7.43588
1986-11-30,7.43753
1986-12-07,7.43753
1986-12-14,7.43753
1986-12-21,7.43753
1986-12-28,7.43697
1987-01-04,7.43622
1987-01-11,7.43249
1987-01-18,7.42937
1987-01-25,7.42937
1987-02-01,7.42937
1987-02-08,7.43171
1987-02-15,7.43141
1987-02-22,7.43141
1987-03-01,7.43141
1987-03-08,7.43171
1987-03-15,7.43753
1987-03-22,7.43141
1987-03-29,7.43141
1987-04-05,7.43266
1987-04-12,7.43266
1987-04-19,7.43266
1987-04-26,7.43229
1987-05-03,7.43229
1987-05-10,7.43229
1987-05-17,7.43229
1987-05-24,7.43229
1987-05-31,7.43237
1987-06-07,7.43237
1987-06-14,7.43237
1987-06-21,7.42544
1987-06-28,7.42551
1987-07-05,7.42544
1987-07-12,7.42438
1987-07-19,7.42438
1987-07-26,7.42438
1987-08-02,7.42180
1987-08-09,7.42180
1987-08-16,7.42146
1987-08-23,7.42180
1987-08-30,7.42514
1987-09-06,7.42514
1987-09-13,7.42626
1987-09-20,7.42636
1987-09-27,7.42802
1987-10-04,7.42884
1987-10-11,7.43205
1987-10-18,7.44220
1987-10-25,7.44220
1987-11-01,7.44220
1987-11-08,7.44533
1987-11-15,7.45162
1987-11-22,7.45162
1987-11-29,7.45162
1987-12-06,7.44211
1987-12-13,7.44211
1987-12-20,7.44037
1987-12-27,7.44010
1988-01-03,7.43811
1988-01-10,7.43811
1988-01-17,7.43911
1988-01-24,7.43815
1988-01-31,7.43673
1988-02-07,7.43677
1988-02-14,7.44065
1988-02-21,7.44102
1988-02-28,7.44022
1988-03-06,7.43895
1988-03-13,7.44150
1988-03-20,7.44310
1988-03-27,7.44310
1988-04-03,7.44230
1988-04-10,7.44230
1988-04-17,7.44151
1988-04-24,7.44151
1988-05-01,7.44042
1988-05-08,7.44042
1988-05-15,7.43944
1988-05-22,7.43991
1988-05-29,7.43897
1988-06-05,7.43897
1988-06-12,7.43394
1988-06-19,7.43277
1988-06-26,7.43248
1988-07-03,7.43248
1988-07-10,7.43142
1988-07-17,7.43142
1988-07-24,7.42971
1988-07-31,7.42971
1988-08-07,7.42971
1988-08-14,7.42940
1988-08-21,7.42971
1988-08-28,7.43520
1988-09-04,7.43791
1988-09-11,7.43791
1988-09-18,7.43942
1988-09-25,7.43942
1988-10-02,7.43942
1988-10-09,7.43942
1988-10-16,7.43942
1988-10-23,7.44072
1988-10-30,7.44595
1988-11-06,7.44595
1988-11-13,7.45019
1988-11-20,7.45120
1988-11-27,7.45120
1988-12-04,7.45120
1988-12-11,7.44972
1988-12-18,7.08466
1988-12-25,7.44818
1989-01-01,7.44818
1989-01-08,7.44724
1989-01-15,7.44583
1989-01-22,7.44435
1989-01-29,7.44583
1989-02-05,7.44912
1989-02-12,7.44583
1989-02-19,7.44435
1989-02-26,7.44435
1989-03-05,7.44618
1989-03-12,7.44818
1989-03-19,7.44618
1989-03-26,7.44618
1989-04-02,7.44818
1989-04-09,7.45317
1989-04-16,7.45317
1989-04-23,7.45387
1989-04-30,7.45317
1989-05-07,7.45324
1989-05-14,7.45324
1989-05-21,7.45317
1989-05-28,7.45010
1989-06-04,7.45010
1989-06-11,7.44974
1989-06-18,7.44807
1989-06-25,7.44165
1989-07-02,7.43945
1989-07-09,7.43907
1989-07-16,7.43746
1989-07-23,7.43713
1989-07-30,7.43713
1989-08-06,7.43713
1989-08-13,7.44288
1989-08-20,7.44794
1989-08-27,7.44814
1989-09-03,7.44964
1989-09-10,7.44964
1989-09-17,7.44980
1989-09-24,7.45096
1989-10-01,7.44980
1989-10-08,7.45096
1989-10-15,7.45135
1989-10-22,7.45135
1989-10-29,7.45240
1989-11-05,7.45240
1989-11-12,7.45346
1989-11-19,7.45434
1989-11-26,7.45480
1989-12-03,7.45480
1989-12-10,7.45370
1989-12-17,7.45480
1989-12-24,7.45459
1989-12-31,7.45322
1990-01-07,7.45137
1990-01-14,7.45137
1990-01-21,7.45299
1990-01-28,7.45658
1990-02-04,7.45251
1990-02-11,7.45413
1990-02-18,7.45235
1990-02-25,7.45658
1990-03-04,7.45902
1990-03-11,7.45902
1990-03-18,7.45993
1990-03-25,7.45993
1990-04-01,7.45580
1990-04-08,7.45861
1990-04-15,7.45861
1990-04-22,7.45728
1990-04-29,7.45728
1990-05-06,7.45728
1990-05-13,7.45728
1990-05-20,7.45728
1990-05-27,7.45100
1990-06-03,7.44869
1990-06-10,7.45100
1990-06-17,7.44642
1990-06-24,7.44624
1990-07-01,7.44468
1990-07-08,7.44468
1990-07-15,7.44199
1990-07-22,7.44199
1990-07-29,7.43876
1990-08-05,7.43876
1990-08-12,7.44456
1990-08-19,7.44826
1990-08-26,7.44826
1990-09-02,7.44826
1990-09-09,7.44826
1990-09-16,7.45795
1990-09-23,7.46158
1990-09-30,7.46158
1990-10-07,7.46061
1990-10-14,7.46061
1990-10-21,7.46158
1990-10-28,7.46158
1990-11-04,7.46349
1990-11-11,7.45800
1990-11-18,7.46308
1990-11-25,7.46597
1990-12-02,7.46637
1990-12-09,7.46731
1990-12-16,7.46556
1990-12-23,7.46047
1990-12-30,7.46024
1991-01-06,7.45437
1991-01-13,7.45410
1991-01-20,7.45382
1991-01-27,7.45382
1991-02-03,7.45439
1991-02-10,7.45439
1991-02-17,7.45439
1991-02-24,7.46140
1991-03-03,7.46140
1991-03-10,7.46637
1991-03-17,7.46470
1991-03-24,7.46470
1991-03-31,7.47225
1991-04-07,7.46470
1991-04-14,7.46470
1991-04-21,7.46470
1991-04-28,7.46470
1991-05-05,7.46854
1991-05-12,7.46885
1991-05-19,7.46854
1991-05-26,7.46854
1991-06-02,7.46404
1991-06-09,7.46767
1991-06-16,7.45938
1991-06-23,7.45737
1991-06-30,7.45737
1991-07-07,7.45530
1991-07-14,7.45662
1991-07-21,7.45800
1991-07-28,7.45581
1991-08-04,7.45415
1991-08-11,7.45317
1991-08-18,7.45043
1991-08-25,7.45043
1991-09-01,7.45043
1991-09-08,7.45306
1991-09-15,7.45985
1991-09-22,7.46262
1991-09-29,7.46496
1991-10-06,7.46603
1991-10-13,7.46707
1991-10-20,7.46707
1991-10-27,7.47075
1991-11-03,7.46707
1991-11-10,7.46707
1991-11-17,7.47194
1991-11-24,7.47194
1991-12-01,7.46592
1991-12-08,7.46592
1991-12-15,7.46592
1991-12-22,7.46592
1991-12-29,7.47178
1992-01-05,7.47178
1992-01-12,7.47178
1992-01-19,7.47178
1992-01-26,7.47178
1992-02-02,7.46905
1992-02-09,7.46905
1992-02-16,7.46905
1992-02-23,7.46905
1992-03-01,7.47011
1992-03-08,7.47011
1992-03-15,7.46629
1992-03-22,7.46749
1992-03-29,7.47092
1992-04-05,7.46846
1992-04-12,7.46846
1992-04-19,7.46853
1992-04-26,7.46853
1992-05-03,7.46853
1992-05-10,7.46838
1992-05-17,7.46528
1992-05-24,7.46528
1992-05-31,7.46528
1992-06-07,7.46439
1992-06-14,7.46439
1992-06-21,7.46528
1992-06-28,7.46439
1992-07-05,7.46126
1992-07-12,7.46126
1992-07-19,7.45855
1992-07-26,7.45560
1992-08-02,7.45457
1992-08-09,7.45281
1992-08-16,7.45225
1992-08-23,7.45225
1992-08-30,7.45225
1992-09-06,7.45330
1992-09-13,7.45400
1992-09-20,7.45635
1992-09-27,7.45344
1992-10-04,7.45926
1992-10-11,7.45937
1992-10-18,7.45926
1992-10-25,7.45937
1992-11-01,7.46302
1992-11-08,7.46548
1992-11-15,7.46819
1992-11-22,7.47109
1992-11-29,7.46819
1992-12-06,7.46964
1992-12-13,7.46807
1992-12-20,7.46807
1992-12-27,7.46807
1993-01-03,7.46790
1993-01-10,7.46539
1993-01-17,7.46293
1993-01-24,7.46295
1993-01-31,7.46292
1993-02-07,7.46212
1993-02-14,7.46212
1993-02-21,7.46292
1993-02-28,7.46383
1993-03-07,7.46383
1993-03-14,7.46189
1993-03-21,7.46189
1993-03-28,7.46769
1993-04-04,7.46769
1993-04-11,7.46713
1993-04-18,7.46645
1993-04-25,7.46713
1993-05-02,7.46769
1993-05-09,7.46939
1993-05-16,7.46939
1993-05-23,7.46713
1993-05-30,7.46645
1993-06-06,7.46575
1993-06-13,7.46575
1993-06-20,7.46500
1993-06-27,7.46293
1993-07-04,7.46293
1993-07-11,7.45654
1993-07-18,7.45432
1993-07-25,7.45414
1993-08-01,7.45414
1993-08-08,7.45432
1993-08-15,7.45471
1993-08-22,7.45654
1993-08-29,7.45756
1993-09-05,7.45791
1993-09-12,7.46041
1993-09-19,7.46837
1993-09-26,7.47107
1993-10-03,7.47322
1993-10-10,7.47425
1993-10-17,7.47208
1993-10-24,7.47803
1993-10-31,7.48182
1993-11-07,7.48182
1993-11-14,7.47735
1993-11-21,7.47735
1993-11-28,7.47451
1993-12-05,7.47735
1993-12-12,7.47451
1993-12-19,7.47262
1993-12-26,7.47253
1994-01-02,7.47253
1994-01-09,7.47253
1994-01-16,7.47253
1994-01-23,7.47121
1994-01-30,7.47011
1994-02-06,7.47011
1994-02-13,7.47011
1994-02-20,7.47002
1994-02-27,7.47002
1994-03-06,7.47011
1994-03-13,7.46971
1994-03-20,7.47492
1994-03-27,7.46971
1994-04-03,7.47492
1994-04-10,7.47492
1994-04-17,7.47283
1994-04-24,7.46991
1994-05-01,7.46991
1994-05-08,7.46945
1994-05-15,7.46945
1994-05-22,7.46914
1994-05-29,7.46864
1994-06-05,7.46860
1994-06-12,7.46744
1994-06-19,7.46686
1994-06-26,7.46344
1994-07-03,7.46188
1994-07-10,7.46074
1994-07-17,7.46057
1994-07-24,7.45805
1994-07-31,7.45805
1994-08-07,7.45805
1994-08-14,7.45805
1994-08-21,7.45872
1994-08-28,7.45918
1994-09-04,7.46275
1994-09-11,7.46911
1994-09-18,7.47054
1994-09-25,7.47689
1994-10-02,7.47741
1994-10-09,7.47868
1994-10-16,7.47868
1994-10-23,7.47868
1994-10-30,7.47868
1994-11-06,7.48788
1994-11-13,7.48788
1994-11-20,7.48788
1994-11-27,7.48476
1994-12-04,7.48632
1994-12-11,7.48362
1994-12-18,7.48647
1994-12-25,7.48362
1995-01-01,7.48362
1995-01-08,7.47821
1995-01-15,7.47082
1995-01-22,7.47394
1995-01-29,7.46770
1995-02-05,7.46770
1995-02-12,7.46770
1995-02-19,7.47537
1995-02-26,7.47537
1995-03-05,7.47537
1995-03-12,7.47537
1995-03-19,7.47683
1995-03-26,7.47540
1995-04-02,7.47537
1995-04-09,7.47540
1995-04-16,7.47540
1995-04-23,7.47540
1995-04-30,7.47305
1995-05-07,7.47305
1995-05-14,7.47305
1995-05-21,7.47431
1995-05-28,7.47305
1995-06-04,7.47431
1995-06-11,7.47431
1995-06-18,7.47431
1995-06-25,7.46671
1995-07-02,7.46671
1995-07-09,7.46637
1995-07-16,7.46554
1995-07-23,7.46554
1995-07-30,7.46554
1995-08-06,7.46941
1995-08-13,7.47035
1995-08-20,7.47035
1995-08-27,7.47035
1995-09-03,7.47035
1995-09-10,7.47302
1995-09-17,7.47302
1995-09-24,7.47999
1995-10-01,7.48006
1995-10-08,7.48006
1995-10-15,7.48006
1995-10-22,7.48222
1995-10-29,7.48222
1995-11-05,7.48222
1995-11-12,7.47841
1995-11-19,7.47636
1995-11-26,7.47841
1995-12-03,7.47862
1995-12-10,7.47841
1995-12-17,7.47862
1995-12-24,7.47862
1995-12-31,7.47760
1996-01-07,7.47883
1996-01-14,7.47265
1996-01-21,7.47659
1996-01-28,7.47265
1996-02-04,7.47659
1996-02-11,7.47659
1996-02-18,7.48128
1996-02-25,7.48053
1996-03-03,7.48204
1996-03-10,7.48204
1996-03-17,7.48204
1996-03-24,7.47391
1996-03-31,7.47353
1996-04-07,7.47312
1996-04-14,7.47312
1996-04-21,7.47312
1996-04-28,7.47353
1996-05-05,7.47353
1996-05-12,7.47312
1996-05-19,7.47026
1996-05-26,7.46945
1996-06-02,7.47026
1996-06-09,7.46945
1996-06-16,7.46851
1996-06-23,7.46851
1996-06-30,7.46920
1996-07-07,7.46851
1996-07-14,7.46920
1996-07-21,7.46289
1996-07-28,7.46069
1996-08-04,7.46069
1996-08-11,7.46061
1996-08-18,7.46061
1996-08-25,7.46069
1996-09-01,7.46069
1996-09-08,7.47276
1996-09-15,7.47276
1996-09-22,7.48013
1996-09-29,7.48013
1996-10-06,7.48356
1996-10-13,7.48356
1996-10-20,7.48099
1996-10-27,7.47698
1996-11-03,7.48099
1996-11-10,7.48099
1996-11-17,7.48216
1996-11-24,7.48216
1996-12-01,7.48285
1996-12-08,7.48290
1996-12-15,7.48290
1996-12-22,7.48290
1996-12-29,7.48201
1997-01-05,7.48201
1997-01-12,7.47768
1997-01-19,7.47549
1997-01-26,7.47670
1997-02-02,7.48041
1997-02-09,7.48041
1997-02-16,7.48041
1997-02-23,7.47670
1997-03-02,7.48041
1997-03-09,7.48155
1997-03-16,7.48292
1997-03-23,7.48330
1997-03-30,7.48464
1997-04-06,7.48464
1997-04-13,7.48464
1997-04-20,7.48586
1997-04-27,7.48710
1997-05-04,7.48710
1997-05-11,7.48586
1997-05-18,7.48586
1997-05-25,7.48710
1997-06-01,7.48710
1997-06-08,7.48710
1997-06-15,7.48265
1997-06-22,7.48265
1997-06-29,7.48265
1997-07-06,7.47605
1997-07-13,7.47583
1997-07-20,7.47326
1997-07-27,7.46813
1997-08-03,7.46813
1997-08-10,7.46813
1997-08-17,7.47320
1997-08-24,7.47320
1997-08-31,7.47394
1997-09-07,7.47677
1997-09-14,7.47889
1997-09-21,7.47889
1997-09-28,7.48085
1997-10-05,7.48709
1997-10-12,7.48857
1997-10-19,7.48668
1997-10-26,7.48580
1997-11-02,7.48668
1997-11-09,7.48668
1997-11-16,7.48668
1997-11-23,7.48668
1997-11-30,7.48724
1997-12-07,7.48762
1997-12-14,7.48762
1997-12-21,7.48601
1997-12-28,7.48424
1998-01-04,7.47969
1998-01-11,7.47969
1998-01-18,7.47969
1998-01-25,7.47813
1998-02-01,7.47515
1998-02-08,7.47515
1998-02-15,7.47515
1998-02-22,7.47402
1998-03-01,7.47402
1998-03-08,7.47402
1998-03-15,7.48419
1998-03-22,7.48453
1998-03-29,7.48453
1998-04-05,7.48419
1998-04-12,7.48453
1998-04-19,7.48419
1998-04-26,7.48398
1998-05-03,7.48398
1998-05-10,7.48398
1998-05-17,7.48449
1998-05-24,7.48497
1998-05-31,7.48449
1998-06-07,7.48449
1998-06-14,7.48449
1998-06-21,7.48352
1998-06-28,7.48211
1998-07-05,7.48177
1998-07-12,7.47732
1998-07-19,7.47684
1998-07-26,7.47319
1998-08-02,7.47319
1998-08-09,7.47486
1998-08-16,7.47319
1998-08-23,7.47319
1998-08-30,7.47486
1998-09-06,7.47505
1998-09-13,7.47655
1998-09-20,7.47715
1998-09-27,7.48505
1998-10-04,7.48637
1998-10-11,7.48737
1998-10-18,7.48854
1998-10-25,7.48854
1998-11-01,7.49107
1998-11-08,7.49299
1998-11-15,7.49404
1998-11-22,7.49404
1998-11-29,7.49505
1998-12-06,7.49727
1998-12-13,7.49727
1998-12-20,7.49727
1998-12-27,7.49727
1999-01-03,7.49166
1999-01-10,7.49166
1999-01-17,7.49166
1999-01-24,7.49166
1999-01-31,7.49166
1999-02-07,7.49166
1999-02-14,7.48982
1999-02-21,7.49376
1999-02-28,7.48864
1999-03-07,7.48864
1999-03-14,7.48864
1999-03-21,7.48912
1999-03-28,7.49538
1999-04-04,7.49538
1999-04-11,7.48912
1999-04-18,7.48912
1999-04-25,7.48906
1999-05-02,7.48063
1999-05-09,7.47927
1999-05-16,7.47927
1999-05-23,7.47927
1999-05-30,7.47927
1999-06-06,7.47927
1999-06-13,7.47927
1999-06-20,7.47927
1999-06-27,7.47642
1999-07-04,7.47642
1999-07-11,7.47734
1999-07-18,7.47734
1999-07-25,7.47734
1999-08-01,7.47568
1999-08-08,7.47603
1999-08-15,7.47769
1999-08-22,7.48205
1999-08-29,7.48238
1999-09-05,7.48697
1999-09-12,7.48930
1999-09-19,7.48930
1999-09-26,7.49385
1999-10-03,7.48930
1999-10-10,7.49550
1999-10-17,7.49550
1999-10-24,7.49550
1999-10-31,7.49027
1999-11-07,7.49386
1999-11-14,7.49386
1999-11-21,7.49386
1999-11-28,7.49380
1999-12-05,7.49380
1999-12-12,7.49380
1999-12-19,7.49386
1999-12-26,7.49380
2000-01-02,7.49380
2000-01-09,7.49581
2000-01-16,7.49581
2000-01-23,7.49581
2000-01-30,7.49368
2000-02-06,7.49171
2000-02-13,7.49368
2000-02-20,7.49171
2000-02-27,7.49171
2000-03-05,7.49171
2000-03-12,7.49171
2000-03-19,7.49178
2000-03-26,7.49584
2000-04-02,7.49178
2000-04-09,7.49178
2000-04-16,7.48901
2000-04-23,7.48897
2000-04-30,7.48713
2000-05-07,7.48122
2000-05-14,7.48085
2000-05-21,7.48085
2000-05-28,7.47675
2000-06-04,7.48085
2000-06-11,7.48047
2000-06-18,7.48047
2000-06-25,7.48047
2000-07-02,7.47837
2000-07-09,7.47663
2000-07-16,7.47728
2000-07-23,7.47728
2000-07-30,7.47663
2000-08-06,7.47609
2000-08-13,7.47584
2000-08-20,7.47584
2000-08-27,7.47584
2000-09-03,7.47584
2000-09-10,7.47496
2000-09-17,7.47496
2000-09-24,7.47889
2000-10-01,7.48083
2000-10-08,7.48753
2000-10-15,7.49229
2000-10-22,7.49381
2000-10-29,7.49586
2000-11-05,7.49434
2000-11-12,7.49359
2000-11-19,7.49359
2000-11-26,7.49165
2000-12-03,7.49079
2000-12-10,7.48977
2000-12-17,7.48936
2000-12-24,7.48913
2000-12-31,7.48913
2001-01-07,7.48998
2001-01-14,7.48828
2001-01-21,7.48821
2001-01-28,7.48998
2001-02-04,7.49053
2001-02-11,7.49159
2001-02-18,7.49279
2001-02-25,7.49279
2001-03-04,7.49764
2001-03-11,7.49764
2001-03-18,7.49279
2001-03-25,7.49764
2001-04-01,7.49764
2001-04-08,7.49569
2001-04-15,7.49569
2001-04-22,7.48964
2001-04-29,7.48964
2001-05-06,7.48964
2001-05-13,7.48698
2001-05-20,7.48584
2001-05-27,7.48494
2001-06-03,7.48491
2001-06-10,7.48423
2001-06-17,7.48423
2001-06-24,7.48218
2001-07-01,7.48218
2001-07-08,7.47849
2001-07-15,7.47849
2001-07-22,7.47709
2001-07-29,7.47709
2001-08-05,7.47709
2001-08-12,7.47481
2001-08-19,7.47445
2001-08-26,7.47413
2001-09-02,7.47413
2001-09-09,7.47445
2001-09-16,7.47481
2001-09-23,7.48321
2001-09-30,7.48603
2001-10-07,7.48603
2001-10-14,7.48982
2001-10-21,7.48727
2001-10-28,7.48727
2001-11-04,7.49267
2001-11-11,7.48665
2001-11-18,7.49191
2001-11-25,7.49736
2001-12-02,7.49206
2001-12-09,7.49370
2001-12-16,7.48922
2001-12-23,7.48825
2001-12-30,7.49086
2002-01-06,7.48825
2002-01-13,7.48757
2002-01-20,7.48702
2002-01-27,7.48702
2002-02-03,7.48538
2002-02-10,7.48538
2002-02-17,7.48495
2002-02-24,7.48495
2002-03-03,7.48807
2002-03-10,7.48884
2002-03-17,7.48807
2002-03-24,7.48807
2002-03-31,7.48560
2002-04-07,7.49005
2002-04-14,7.49005
2002-04-21,7.48560
2002-04-28,7.47646
2002-05-05,7.47646
2002-05-12,7.48560
2002-05-19,7.48578
2002-05-26,7.48564
2002-06-02,7.47561
2002-06-09,7.47931
2002-06-16,7.48032
2002-06-23,7.48032
2002-06-30,7.47931
2002-07-07,7.47931
2002-07-14,7.47626
2002-07-21,7.47931
2002-07-28,7.47626
2002-08-04,7.47455
2002-08-11,7.47455
2002-08-18,7.47814
2002-08-25,7.47585
2002-09-01,7.48070
2002-09-08,7.48114
2002-09-15,7.48469
2002-09-22,7.48652
2002-09-29,7.48652
2002-10-06,7.48945
2002-10-13,7.49108
2002-10-20,7.49641
2002-10-27,7.49641
2002-11-03,7.49714
2002-11-10,7.49641
2002-11-17,7.49641
2002-11-24,7.49641
2002-12-01,7.49518
2002-12-08,7.49382
2002-12-15,7.49450
2002-12-22,7.49166
2002-12-29,7.48838
2003-01-05,7.48838
2003-01-12,7.48790
2003-01-19,7.48616
2003-01-26,7.48448
2003-02-02,7.48506
2003-02-09,7.48855
2003-02-16,7.49208
2003-02-23,7.49208
2003-03-02,7.49261
2003-03-09,7.49261
2003-03-16,7.49261
2003-03-23,7.49208
2003-03-30,7.49208
2003-04-06,7.49377
2003-04-13,7.49172
2003-04-20,7.49172
2003-04-27,7.49120
2003-05-04,7.49230
2003-05-11,7.49230
2003-05-18,7.49064
2003-05-25,7.49064
2003-06-01,7.48985
2003-06-08,7.48985
2003-06-15,7.49096
2003-06-22,7.49096
2003-06-29,7.49096
2003-07-06,7.49181
2003-07-13,7.48651
2003-07-20,7.48651
