date,log_ch4
2003-07-27,7.48090
2003-08-03,7.47776
2003-08-10,7.47767
2003-08-17,7.47767
2003-08-24,7.47957
2003-08-31,7.47957
2003-09-07,7.48381
2003-09-14,7.48381
2003-09-21,7.49325
2003-09-28,7.49617
2003-10-05,7.49325
2003-10-12,7.49087
2003-10-19,7.49087
2003-10-26,7.50154
2003-11-02,7.50714
2003-11-09,7.50714
2003-11-16,7.49167
2003-11-23,7.49919
2003-11-30,7.49919
2003-12-07,7.49470
2003-12-14,7.49443
2003-12-21,7.49167
2003-12-28,7.48781
2004-01-04,7.48890
2004-01-11,7.48890
2004-01-18,7.48890
2004-01-25,7.48890
2004-02-01,7.48953
2004-02-08,7.48953
2004-02-15,7.48953
2004-02-22,7.49227
2004-02-29,7.49298
2004-03-07,7.48953
2004-03-14,7.48953
2004-03-21,7.49790
2004-03-28,7.49852
2004-04-04,7.50696
2004-04-11,7.49852
2004-04-18,7.49790
2004-04-25,7.49790
2004-05-02,7.49438
2004-05-09,7.49438
2004-05-16,7.49271
2004-05-23,7.48468
2004-05-30,7.48468
2004-06-06,7.48329
2004-06-13,7.48219
2004-06-20,7.48403
2004-06-27,7.48403
2004-07-04,7.48219
2004-07-11,7.48201
2004-07-18,7.47746
2004-07-25,7.47908
2004-08-01,7.47908
2004-08-08,7.47908
2004-08-15,7.47908
2004-08-22,7.47908
2004-08-29,7.47908
2004-09-05,7.48276
2004-09-12,7.48276
2004-09-19,7.48325
2004-09-26,7.48276
2004-10-03,7.48276
2004-10-10,7.48663
2004-10-17,7.48663
2004-10-24,7.48663
2004-10-31,7.49186
2004-11-07,7.49186
2004-11-14,7.49452
2004-11-21,7.49452
2004-11-28,7.49452
2004-12-05,7.49452
2004-12-12,7.49423
2004-12-19,7.49305
2004-12-26,7.49305
2005-01-02,7.49063
2005-01-09,7.49044
2005-01-16,7.49044
2005-01-23,7.48790
2005-01-30,7.49044
2005-02-06,7.49110
2005-02-13,7.49110
2005-02-20,7.49110
2005-02-27,7.49878
2005-03-06,7.49878
2005-03-13,7.50008
2005-03-20,7.49878
2005-03-27,7.49526
2005-04-03,7.49372
2005-04-10,7.49372
2005-04-17,7.48856
2005-04-24,7.48856
2005-05-01,7.48755
2005-05-08,7.48755
2005-05-15,7.48856
2005-05-22,7.48275
2005-05-29,7.47964
2005-06-05,7.48275
2005-06-12,7.47964
2005-06-19,7.47964
2005-06-26,7.47945
2005-07-03,7.47945
2005-07-10,7.47945
2005-07-17,7.47945
2005-07-24,7.47930
2005-07-31,7.47594
2005-08-07,7.47594
2005-08-14,7.47976
2005-08-21,7.47733
2005-08-28,7.47733
2005-09-04,7.47976
2005-09-11,7.48356
2005-09-18,7.48489
2005-09-25,7.49354
2005-10-02,7.49727
2005-10-09,7.49759
2005-10-16,7.49759
2005-10-23,7.49807
2005-10-30,7.49807
2005-11-06,7.49807
2005-11-13,7.49759
2005-11-20,7.49807
2005-11-27,7.49670
2005-12-04,7.49670
2005-12-11,7.49499
2005-12-18,7.49499
2005-12-25,7.49499
2006-01-01,7.49526
2006-01-08,7.49499
2006-01-15,7.49294
2006-01-22,7.49294
2006-01-29,7.49294
2006-02-05,7.49187
2006-02-12,7.48709
2006-02-19,7.48709
2006-02-26,7.48887
2006-03-05,7.48887
2006-03-12,7.48375
2006-03-19,7.48375
2006-03-26,7.48887
2006-04-02,7.49188
2006-04-09,7.49416
2006-04-16,7.49507
2006-04-23,7.49769
2006-04-30,7.49769
2006-05-07,7.49769
2006-05-14,7.49475
2006-05-21,7.49416
2006-05-28,7.49048
2006-06-04,7.48836
2006-06-11,7.48707
2006-06-18,7.48175
2006-06-25,7.48175
2006-07-02,7.48103
2006-07-09,7.47614
2006-07-16,7.47541
2006-07-23,7.47510
2006-07-30,7.47510
2006-08-06,7.47541
2006-08-13,7.47488
2006-08-20,7.47488
2006-08-27,7.47488
2006-09-03,7.47720
2006-09-10,7.47845
2006-09-17,7.48196
2006-09-24,7.48218
2006-10-01,7.48226
2006-10-08,7.48735
2006-10-15,7.48864
2006-10-22,7.48864
2006-10-29,7.48864
2006-11-05,7.49136
2006-11-12,7.49136
2006-11-19,7.49136
2006-11-26,7.49040
2006-12-03,7.49136
2006-12-10,7.49136
2006-12-17,7.49222
2006-12-24,7.49513
2006-12-31,7.49222
2007-01-07,7.49222
2007-01-14,7.49222
2007-01-21,7.49222
2007-01-28,7.49346
2007-02-04,7.49561
2007-02-11,7.49832
2007-02-18,7.49832
2007-02-25,7.49346
2007-03-04,7.49832
2007-03-11,7.49832
2007-03-18,7.49832
2007-03-25,7.49671
2007-04-01,7.49671
2007-04-08,7.49736
2007-04-15,7.49736
2007-04-22,7.49671
2007-04-29,7.49369
2007-05-06,7.49369
2007-05-13,7.49326
2007-05-20,7.49190
2007-05-27,7.49129
2007-06-03,7.48989
2007-06-10,7.48989
2007-06-17,7.48989
2007-06-24,7.48118
2007-07-01,7.48041
2007-07-08,7.48041
2007-07-15,7.47900
2007-07-22,7.47815
2007-07-29,7.47900
2007-08-05,7.47935
2007-08-12,7.47935
2007-08-19,7.48109
2007-08-26,7.48109
2007-09-02,7.48279
2007-09-09,7.48394
2007-09-16,7.49278
2007-09-23,7.49278
2007-09-30,7.49278
2007-10-07,7.49278
2007-10-14,7.49278
2007-10-21,7.49593
2007-10-28,7.49695
2007-11-04,7.49695
2007-11-11,7.49695
2007-11-18,7.49702
2007-11-25,7.49707
2007-12-02,7.49707
2007-12-09,7.49707
2007-12-16,7.50137
2007-12-23,7.49707
2007-12-30,7.50137
2008-01-06,7.50188
2008-01-13,7.50296
2008-01-20,7.50188
2008-01-27,7.50188
2008-02-03,7.50169
2008-02-10,7.50169
2008-02-17,7.50169
2008-02-24,7.49358
2008-03-02,7.48998
2008-03-09,7.48757
2008-03-16,7.48757
2008-03-23,7.48728
2008-03-30,7.48728
2008-04-06,7.48728
2008-04-13,7.48757
2008-04-20,7.48774
2008-04-27,7.48876
2008-05-04,7.48876
2008-05-11,7.48876
2008-05-18,7.48881
2008-05-25,7.49452
2008-06-01,7.49502
2008-06-08,7.49452
2008-06-15,7.48881
2008-06-22,7.48615
2008-06-29,7.48881
2008-07-06,7.48615
2008-07-13,7.48415
2008-07-20,7.48415
2008-07-27,7.48247
2008-08-03,7.48247
2008-08-10,7.48709
2008-08-17,7.48292
2008-08-24,7.48709
2008-08-31,7.48709
2008-09-07,7.48544
2008-09-14,7.48842
2008-09-21,7.49042
2008-09-28,7.49683
2008-10-05,7.50540
2008-10-12,7.50540
2008-10-19,7.50540
2008-10-26,7.50641
2008-11-02,7.50660
2008-11-09,7.50641
2008-11-16,7.50408
2008-11-23,7.50020
2008-11-30,7.50408
2008-12-07,7.50647
2008-12-14,7.50408
2008-12-21,7.50342
2008-12-28,7.50408
2009-01-04,7.50544
2009-01-11,7.50647
2009-01-18,7.50544
2009-01-25,7.50342
2009-02-01,7.50342
2009-02-08,7.50544
2009-02-15,7.50403
2009-02-22,7.50403
2009-03-01,7.49911
2009-03-08,7.50403
2009-03-15,7.50573
2009-03-22,7.50573
2009-03-29,7.50403
2009-04-05,7.50220
2009-04-12,7.50143
2009-04-19,7.50143
2009-04-26,7.50065
2009-05-03,7.50065
2009-05-10,7.49385
2009-05-17,7.50034
2009-05-24,7.50034
2009-05-31,7.49960
2009-06-07,7.50034
2009-06-14,7.50034
2009-06-21,7.49960
2009-06-28,7.49960
2009-07-05,7.49191
2009-07-12,7.49035
2009-07-19,7.49035
2009-07-26,7.48975
2009-08-02,7.48907
2009-08-09,7.48868
2009-08-16,7.48868
2009-08-23,7.49021
2009-08-30,7.49021
2009-09-06,7.49021
2009-09-13,7.49381
2009-09-20,7.49409
2009-09-27,7.49807
2009-10-04,7.49807
2009-10-11,7.49807
2009-10-18,7.49830
2009-10-25,7.50328
2009-11-01,7.50328
2009-11-08,7.50328
2009-11-15,7.50328
2009-11-22,7.50328
2009-11-29,7.50328
2009-12-06,7.50714
2009-12-13,7.50714
2009-12-20,7.50161
2009-12-27,7.50138
2010-01-03,7.50138
2010-01-10,7.50050
2010-01-17,7.50138
2010-01-24,7.50138
2010-01-31,7.50138
2010-02-07,7.49586
2010-02-14,7.50175
2010-02-21,7.49538
2010-02-28,7.50770
2010-03-07,7.50352
2010-03-14,7.49538
2010-03-21,7.50352
2010-03-28,7.50718
2010-04-04,7.50718
2010-04-11,7.50718
2010-04-18,7.50471
2010-04-25,7.50471
2010-05-02,7.50718
2010-05-09,7.50718
2010-05-16,7.50618
2010-05-23,7.50471
2010-05-30,7.50162
2010-06-06,7.50162
2010-06-13,7.49761
2010-06-20,7.49374
2010-06-27,7.49374
2010-07-04,7.49112
2010-07-11,7.49100
2010-07-18,7.49112
2010-07-25,7.49283
2010-08-01,7.49315
2010-08-08,7.49315
2010-08-15,7.49283
2010-08-22,7.49315
2010-08-29,7.49831
2010-09-05,7.49831
2010-09-12,7.50179
2010-09-19,7.50179
2010-09-26,7.50456
2010-10-03,7.50456
2010-10-10,7.50456
2010-10-17,7.50896
2010-10-24,7.51237
2010-10-31,7.51237
2010-11-07,7.51237
2010-11-14,7.51327
2010-11-21,7.51414
2010-11-28,7.51414
2010-12-05,7.51151
2010-12-12,7.50973
2010-12-19,7.50973
2010-12-26,7.50864
2011-01-02,7.50864
2011-01-09,7.50356
2011-01-16,7.50864
2011-01-23,7.50864
2011-01-30,7.50864
2011-02-06,7.50627
2011-02-13,7.50627
2011-02-20,7.50346
2011-02-27,7.50322
2011-03-06,7.50167
2011-03-13,7.50167
2011-03-20,7.50199
2011-03-27,7.50300
2011-04-03,7.49947
2011-04-10,7.50300
2011-04-17,7.50171
2011-04-24,7.50106
2011-05-01,7.50106
2011-05-08,7.50524
2011-05-15,7.49688
2011-05-22,7.49688
2011-05-29,7.49688
2011-06-05,7.49771
2011-06-12,7.50180
2011-06-19,7.49771
2011-06-26,7.49718
2011-07-03,7.49771
2011-07-10,7.49771
2011-07-17,7.49718
2011-07-24,7.49642
2011-07-31,7.49626
2011-08-07,7.49608
2011-08-14,7.49608
2011-08-21,7.49608
2011-08-28,7.49592
2011-09-04,7.49519
2011-09-11,7.49592
2011-09-18,7.49620
2011-09-25,7.50543
2011-10-02,7.51036
2011-10-09,7.50108
2011-10-16,7.51275
2011-10-23,7.51275
2011-10-30,7.51275
2011-11-06,7.51275
2011-11-13,7.51529
2011-11-20,7.51273
2011-11-27,7.51273
2011-12-04,7.51273
2011-12-11,7.51355
2011-12-18,7.51273
2011-12-25,7.51355
2012-01-01,7.51273
2012-01-08,7.51107
2012-01-15,7.51107
2012-01-22,7.50989
2012-01-29,7.50989
2012-02-05,7.51107
2012-02-12,7.50683
2012-02-19,7.50683
2012-02-26,7.50382
2012-03-04,7.50683
2012-03-11,7.50956
2012-03-18,7.50933
2012-03-25,7.50933
2012-04-01,7.50933
2012-04-08,7.50956
2012-04-15,7.51501
2012-04-22,7.51501
2012-04-29,7.51501
2012-05-06,7.51501
2012-05-13,7.51501
2012-05-20,7.51501
2012-05-27,7.51043
2012-06-03,7.50286
2012-06-10,7.50157
2012-06-17,7.50157
2012-06-24,7.50157
2012-07-01,7.49826
2012-07-08,7.49818
2012-07-15,7.49766
2012-07-22,7.49696
2012-07-29,7.49696
2012-08-05,7.49696
2012-08-12,7.49590
2012-08-19,7.49766
2012-08-26,7.50007
2012-09-02,7.50110
2012-09-09,7.50280
2012-09-16,7.50326
2012-09-23,7.50326
2012-09-30,7.50477
2012-10-07,7.50498
2012-10-14,7.50923
2012-10-21,7.50923
2012-10-28,7.51578
2012-11-04,7.51568
2012-11-11,7.51578
2012-11-18,7.51568
2012-11-25,7.51568
2012-12-02,7.51568
2012-12-09,7.51674
2012-12-16,7.51568
2012-12-23,7.51542
2012-12-30,7.51337
2013-01-06,7.51337
2013-01-13,7.51337
2013-01-20,7.51337
2013-01-27,7.51300
2013-02-03,7.51337
2013-02-10,7.51193
2013-02-17,7.51787
2013-02-24,7.51787
2013-03-03,7.52192
2013-03-10,7.51338
2013-03-17,7.52192
2013-03-24,7.51338
2013-03-31,7.51338
2013-04-07,7.51281
2013-04-14,7.51338
2013-04-21,7.51281
2013-04-28,7.51092
2013-05-05,7.51092
2013-05-12,7.51092
2013-05-19,7.51092
2013-05-26,7.51092
2013-06-02,7.50676
2013-06-09,7.50133
2013-06-16,7.50133
2013-06-23,7.50097
2013-06-30,7.50096
2013-07-07,7.50011
2013-07-14,7.50011
2013-07-21,7.50011
2013-07-28,7.50011
2013-08-04,7.50011
2013-08-11,7.50027
2013-08-18,7.50147
2013-08-25,7.50328
2013-09-01,7.50595
2013-09-08,7.50830
2013-09-15,7.51362
2013-09-22,7.51798
2013-09-29,7.51798
2013-10-06,7.51798
2013-10-13,7.51895
2013-10-20,7.51798
2013-10-27,7.51798
2013-11-03,7.51719
2013-11-10,7.51719
2013-11-17,7.52365
2013-11-24,7.52365
2013-12-01,7.52365
2013-12-08,7.52365
2013-12-15,7.52077
2013-12-22,7.52342
2013-12-29,7.52077
2014-01-05,7.51967
2014-01-12,7.52077
2014-01-19,7.51967
2014-01-26,7.51879
2014-02-02,7.51220
2014-02-09,7.51196
2014-02-16,7.51196
2014-02-23,7.51196
2014-03-02,7.51196
2014-03-09,7.51623
2014-03-16,7.51795
2014-03-23,7.52157
2014-03-30,7.52237
2014-04-06,7.52237
2014-04-13,7.52533
2014-04-20,7.52305
2014-04-27,7.52305
2014-05-04,7.52305
2014-05-11,7.51803
2014-05-18,7.51803
2014-05-25,7.51770
2014-06-01,7.51770
2014-06-08,7.51743
2014-06-15,7.51743
2014-06-22,7.51456
2014-06-29,7.51168
2014-07-06,7.51051
2014-07-13,7.50445
2014-07-20,7.50445
2014-07-27,7.50445
2014-08-03,7.50544
2014-08-10,7.50544
2014-08-17,7.50694
2014-08-24,7.50879
2014-08-31,7.51287
2014-09-07,7.51369
2014-09-14,7.51519
2014-09-21,7.51369
2014-09-28,7.51945
2014-10-05,7.51945
2014-10-12,7.52072
2014-10-19,7.51960
2014-10-26,7.51960
2014-11-02,7.51960
2014-11-09,7.52155
2014-11-16,7.53090
2014-11-23,7.53090
2014-11-30,7.52774
2014-12-07,7.53170
2014-12-14,7.53255
2014-12-21,7.52855
2014-12-28,7.53255
2015-01-04,7.52855
2015-01-11,7.52852
2015-01-18,7.52453
2015-01-25,7.52183
2015-02-01,7.52173
2015-02-08,7.52173
2015-02-15,7.52173
2015-02-22,7.52183
2015-03-01,7.52183
2015-03-08,7.52005
2015-03-15,7.52546
2015-03-22,7.52749
2015-03-29,7.52749
2015-04-05,7.52749
2015-04-12,7.52749
2015-04-19,7.53344
2015-04-26,7.53344
2015-05-03,7.53344
2015-05-10,7.53098
2015-05-17,7.52984
2015-05-24,7.53098
2015-05-31,7.52984
2015-06-07,7.52658
2015-06-14,7.52177
2015-06-21,7.51454
2015-06-28,7.51356
2015-07-05,7.51356
2015-07-12,7.51233
2015-07-19,7.51233
2015-07-26,7.51233
2015-08-02,7.51130
2015-08-09,7.51102
2015-08-16,7.51102
2015-08-23,7.51102
2015-08-30,7.51102
2015-09-06,7.51102
2015-09-13,7.51885
2015-09-20,7.51972
2015-09-27,7.51972
2015-10-04,7.52256
2015-10-11,7.53122
2015-10-18,7.53122
2015-10-25,7.53180
2015-11-01,7.53302
2015-11-08,7.53302
2015-11-15,7.53302
2015-11-22,7.52964
2015-11-29,7.52964
2015-12-06,7.53302
2015-12-13,7.52964
2015-12-20,7.52741
2015-12-27,7.52741
2016-01-03,7.52648
2016-01-10,7.52648
2016-01-17,7.52485
2016-01-24,7.52485
2016-01-31,7.52485
2016-02-07,7.52485
2016-02-14,7.52868
2016-02-21,7.52868
2016-02-28,7.52868
2016-03-06,7.53139
2016-03-13,7.53139
2016-03-20,7.53331
2016-03-27,7.53331
2016-04-03,7.53474
2016-04-10,7.53474
2016-04-17,7.53474
2016-04-24,7.53516
2016-05-01,7.53474
2016-05-08,7.53770
2016-05-15,7.53469
2016-05-22,7.53308
2016-05-29,7.53308
2016-06-05,7.52908
2016-06-12,7.52590
2016-06-19,7.52590
2016-06-26,7.52476
2016-07-03,7.51956
2016-07-10,7.51567
2016-07-17,7.51398
2016-07-24,7.51364
2016-07-31,7.51364
2016-08-07,7.51359
2016-08-14,7.51359
2016-08-21,7.51398
2016-08-28,7.52028
2016-09-04,7.52098
2016-09-11,7.52522
2016-09-18,7.53222
2016-09-25,7.53223
2016-10-02,7.53357
2016-10-09,7.53357
2016-10-16,7.53497
2016-10-23,7.53497
2016-10-30,7.53504
2016-11-06,7.53598
2016-11-13,7.53504
2016-11-20,7.53504
2016-11-27,7.53888
2016-12-04,7.53888
2016-12-11,7.53462
2016-12-18,7.53458
2016-12-25,7.52915
2017-01-01,7.52915
2017-01-08,7.53443
2017-01-15,7.53443
2017-01-22,7.53443
2017-01-29,7.53443
2017-02-05,7.53443
2017-02-12,7.53476
2017-02-19,7.53476
2017-02-26,7.52923
2017-03-05,7.52655
2017-03-12,7.52923
2017-03-19,7.53287
2017-03-26,7.53027
2017-04-02,7.53027
2017-04-09,7.53027
2017-04-16,7.53027
2017-04-23,7.53287
2017-04-30,7.53287
2017-05-07,7.53324
2017-05-14,7.53393
2017-05-21,7.53393
2017-05-28,7.53393
2017-06-04,7.53393
2017-06-11,7.53393
2017-06-18,7.52782
2017-06-25,7.52053
2017-07-02,7.52053
2017-07-09,7.51806
2017-07-16,7.51806
2017-07-23,7.51788
2017-07-30,7.51703
2017-08-06,7.51744
2017-08-13,7.51697
2017-08-20,7.51697
2017-08-27,7.51744
2017-09-03,7.51744
2017-09-10,7.52099
2017-09-17,7.53500
2017-09-24,7.53509
2017-10-01,7.53528
2017-10-08,7.53723
2017-10-15,7.53723
2017-10-22,7.54023
2017-10-29,7.54023
2017-11-05,7.54153
2017-11-12,7.54399
2017-11-19,7.54496
2017-11-26,7.54496
2017-12-03,7.54496
2017-12-10,7.53831
2017-12-17,7.53738
2017-12-24,7.53738
2017-12-31,7.53738
2018-01-07,7.53738
2018-01-14,7.53777
2018-01-21,7.53777
2018-01-28,7.53777
2018-02-04,7.53857
2018-02-11,7.53857
2018-02-18,7.53857
2018-02-25,7.53471
2018-03-04,7.53251
2018-03-11,7.53471
2018-03-18,7.53471
2018-03-25,7.53149
2018-04-01,7.53127
2018-04-08,7.53127
2018-04-15,7.53127
2018-04-22,7.53127
2018-04-29,7.53127
2018-05-06,7.53127
2018-05-13,7.53502
2018-05-20,7.53502
2018-05-27,7.53178
2018-06-03,7.53178
2018-06-10,7.52687
2018-06-17,7.52687
2018-06-24,7.52687
2018-07-01,7.52687
2018-07-08,7.52369
2018-07-15,7.52323
2018-07-22,7.52520
2018-07-29,7.52908
2018-08-05,7.52323
2018-08-12,7.52323
2018-08-19,7.52323
2018-08-26,7.52566
2018-09-02,7.52891
2018-09-09,7.52721
2018-09-16,7.52566
2018-09-23,7.52721
2018-09-30,7.52891
2018-10-07,7.54138
2018-10-14,7.54138
2018-10-21,7.54572
2018-10-28,7.54699
2018-11-04,7.54699
2018-11-11,7.54699
2018-11-18,7.54622
2018-11-25,7.54622
2018-12-02,7.54622
2018-12-09,7.54622
2018-12-16,7.54469
2018-12-23,7.54469
2018-12-30,7.54259
2019-01-06,7.54259
2019-01-13,7.54259
2019-01-20,7.55154
2019-01-27,7.55178
2019-02-03,7.55178
2019-02-10,7.55154
2019-02-17,7.55154
2019-02-24,7.54791
2019-03-03,7.54791
2019-03-10,7.54225
2019-03-17,7.53953
2019-03-24,7.53953
2019-03-31,7.54225
2019-04-07,7.54451
2019-04-14,7.54451
2019-04-21,7.54403
2019-04-28,7.54403
2019-05-05,7.54403
2019-05-12,7.54451
2019-05-19,7.54403
2019-05-26,7.54180
2019-06-02,7.54003
2019-06-09,7.53961
2019-06-16,7.53381
2019-06-23,7.53100
2019-06-30,7.53099
2019-07-07,7.52944
2019-07-14,7.52944
2019-07-21,7.52773
2019-07-28,7.52722
2019-08-04,7.52722
2019-08-11,7.52944
2019-08-18,7.52981
2019-08-25,7.52988
2019-09-01,7.52988
2019-09-08,7.53111
2019-09-15,7.53143
2019-09-22,7.53143
2019-09-29,7.53311
2019-10-06,7.54097
2019-10-13,7.54298
2019-10-20,7.54346
2019-10-27,7.54447
2019-11-03,7.54554
2019-11-10,7.54554
2019-11-17,7.54638
2019-11-24,7.54638
2019-12-01,7.54876
2019-12-08,7.54876
2019-12-15,7.54893
2019-12-22,7.54959
2019-12-29,7.54959
2020-01-05,7.55080
2020-01-12,7.55080
2020-01-19,7.55080
2020-01-26,7.54837
2020-02-02,7.54633
2020-02-09,7.54633
2020-02-16,7.54633
2020-02-23,7.54633
2020-03-01,7.54633
2020-03-08,7.54633
2020-03-15,7.54751
2020-03-22,7.54751
2020-03-29,7.54583
2020-04-05,7.54700
2020-04-12,7.54498
2020-04-19,7.54498
2020-04-26,7.54498
2020-05-03,7.54498
2020-05-10,7.54620
2020-05-17,7.54620
2020-05-24,7.54163
2020-05-31,7.54087
2020-06-07,7.54620
2020-06-14,7.53815
2020-06-21,7.53815
2020-06-28,7.53630
2020-07-05,7.53630
2020-07-12,7.53457
2020-07-19,7.53457
2020-07-26,7.53450
2020-08-02,7.53457
2020-08-09,7.53457
2020-08-16,7.53492
2020-08-23,7.53609
2020-08-30,7.53812
2020-09-06,7.53812
2020-09-13,7.53931
2020-09-20,7.54182
2020-09-27,7.54316
2020-10-04,7.54627
2020-10-11,7.54956
2020-10-18,7.54956
2020-10-25,7.55212
2020-11-01,7.55212
2020-11-08,7.55374
2020-11-15,7.55755
2020-11-22,7.55755
2020-11-29,7.54628
2020-12-06,7.55755
2020-12-13,7.55755
2020-12-20,7.55755
2020-12-27,7.55308
2021-01-03,7.55245
2021-01-10,7.55245
2021-01-17,7.55308
2021-01-24,7.55308
2021-01-31,7.55245
2021-02-07,7.55245
2021-02-14,7.55633
2021-02-21,7.55633
2021-02-28,7.55633
2021-03-07,7.55689
2021-03-14,7.55477
2021-03-21,7.55689
2021-03-28,7.56432
2021-04-04,7.55477
2021-04-11,7.56126
2021-04-18,7.56398
2021-04-25,7.56126
2021-05-02,7.56369
2021-05-09,7.56126
2021-05-16,7.55242
2021-05-23,7.55242
2021-05-30,7.55242
2021-06-06,7.54887
2021-06-13,7.54806
2021-06-20,7.54806
2021-06-27,7.54806
2021-07-04,7.54806
2021-07-11,7.54806
2021-07-18,7.54806
2021-07-25,7.54438
2021-08-01,7.54438
2021-08-08,7.54438
2021-08-15,7.54460
2021-08-22,7.54950
2021-08-29,7.55276
2021-09-05,7.55813
2021-09-12,7.55977
2021-09-19,7.55977
2021-09-26,7.55977
2021-10-03,7.55977
2021-10-10,7.56325
2021-10-17,7.56402
2021-10-24,7.56857
2021-10-31,7.56402
2021-11-07,7.56796
2021-11-14,7.56796
2021-11-21,7.56702
2021-11-28,7.56702
2021-12-05,7.56796
2021-12-12,7.56796
2021-12-19,7.56796
2021-12-26,7.56834
2022-01-02,7.56834
2022-01-09,7.57031
2022-01-16,7.57037
2022-01-23,7.57037
2022-01-30,7.57037
2022-02-06,7.57252
2022-02-13,7.57252
2022-02-20,7.57252
2022-02-27,7.56789
2022-03-06,7.56459
2022-03-13,7.56443
2022-03-20,7.56197
2022-03-27,7.56116
2022-04-03,7.56116
2022-04-10,7.56197
2022-04-17,7.55967
2022-04-24,7.56318
2022-05-01,7.56318
2022-05-08,7.56318
2022-05-15,7.56318
2022-05-22,7.56108
2022-05-29,7.55997
2022-06-05,7.55997
2022-06-12,7.55997
2022-06-19,7.55982
2022-06-26,7.55997
2022-07-03,7.55997
2022-07-10,7.55982
2022-07-17,7.55662
2022-07-24,7.55643
2022-07-31,7.55581
2022-08-07,7.55402
2022-08-14,7.55384
2022-08-21,7.55384
2022-08-28,7.55384
2022-09-04,7.55384
2022-09-11,7.55402
2022-09-18,7.55941
2022-09-25,7.55941
2022-10-02,7.56661
2022-10-09,7.56661
2022-10-16,7.56717
2022-10-23,7.57308
2022-10-30,7.57675
2022-11-06,7.57715
2022-11-13,7.57784
2022-11-20,7.57715
2022-11-27,7.57695
2022-12-04,7.57695
2022-12-11,7.57674
2022-12-18,7.57600
2022-12-25,7.57134
2023-01-01,7.56702
2023-01-08,7.56902
2023-01-15,7.56776
2023-01-22,7.56702
2023-01-29,7.56702
2023-02-05,7.56739
2023-02-12,7.56776
2023-02-19,7.56860
2023-02-26,7.56860
2023-03-05,7.56860
2023-03-12,7.56860
2023-03-19,7.56860
2023-03-26,7.56891
2023-04-02,7.56891
2023-04-09,7.57081
2023-04-16,7.57223
2023-04-23,7.57223
2023-04-30,7.57239
2023-05-07,7.57207
2023-05-14,7.57207
2023-05-21,7.57223
2023-05-28,7.57207
2023-06-04,7.57139
2023-06-11,7.57738
2023-06-18,7.57438
2023-06-25,7.57438
2023-07-02,7.56951
2023-07-09,7.56660
2023-07-16,7.56660
2023-07-23,7.56166
2023-07-30,7.55879
2023-08-06,7.55879
2023-08-13,7.55744
2023-08-20,7.55744
2023-08-27,7.55847
2023-09-03,7.55711
2023-09-10,7.55983
2023-09-17,7.56100
2023-09-24,7.56145
2023-10-01,7.57415
2023-10-08,7.57569
2023-10-15,7.57415
2023-10-22,7.57888
